"gene_id","aqp_family_subfamily","subfamilia_phylo","fuente_seq","needs_reannotation","GreenFruit_1","GreenFruit_2","GreenFruit_3","RedFruit_1","RedFruit_2","RedFruit_3","Crown_1","Crown_2","Crown_3","LeafCtrl_1","LeafCtrl_2","LeafCtrl_3","RootsCtrl_1","RootsCtrl_3","AuxBud_1"
"Fxa5Dg00262","FaPIP1","PIP","GFF3",FALSE,2.14314700164942,1.84784238582256,2.96592239267561,0,0,0,0.0595025904713793,0.128550779379553,0.202758365598493,70.1505266068588,52.5956053446732,59.0785295748645,0.455968190637877,1.11121644341945,27.9687170868892
"Fxa5Dg01809","FaTIP3","TIP","GFF3",FALSE,200.057073261537,158.220113600079,422.666151799688,61.0705230153887,122.404785777651,9.10010951117131,6.86962346543007,4.3367418101033,6.18149748572604,3.83937414125664,5.29514392743307,3.76936462166196,3.87407967166911,5.51099602089605,2.71601137679642
"Fxa5Dg01850","FaTIP2","TIP","GFF3",FALSE,34.5518831323059,27.4857190080541,36.0010267966617,189.350664073828,199.33946321582,143.33305487156,0.524794967379461,0.440914150643224,0.529857142376474,1.05043559317605,1.05061502531096,0.724593071482205,587.511715035637,347.627946191339,0.213018722006504
"Fxa6Ag00070","FaSIP1","SIP","EXONERATE",FALSE,30.6993297376505,25.4800124224622,26.6215508059807,31.999055872857,29.4078778215595,28.1202268241997,14.7311484399804,15.7864660033049,21.4466883547224,12.7538801141901,17.5955132311887,18.2329445530172,17.0969629261131,13.8560500324932,19.7892907257836
"Fxa6Ag00747","FaNIP1","NIP","GFF3",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fxa6Ag00748","FaNIP1","NIP","GFF3",FALSE,0.480254739441959,0.85139990618355,0.334472536021782,0.730102859379723,0.540112410616516,0.446159215256074,2.24389650558679,2.23252389040821,2.95116543627945,0.354584908600988,0.375506976377861,0.660402577913874,2.41332952745615,2.54483666930445,1.58194461459663
"Fxa6Ag01549","FaPIP2","PIP","EXONERATE",FALSE,0,0,0,0,0,0,0.0734553535366975,0.0793473264940036,0.083434392293246,0,0,0,0,0,0
"Fxa6Ag01550","FaPIP2","PIP","GFF3",FALSE,11.7269807478945,10.5463521458736,9.20748206044206,4.89625703262976,5.58780174162159,3.41167603726803,26.508109935731,28.1179168615519,27.2129994592893,3.08358541429001,2.08318325260271,1.58429657728185,8.68431583568252,8.31810022805579,1.35846007813425
"Fxa6Ag01681","FaTIP1","TIP","GFF3",FALSE,471.058147309583,266.02228086094,416.136013753014,148.546030579267,178.186475435636,144.086457438873,383.59994767138,392.028739584033,454.040097565064,168.853322642155,88.8992402233521,72.5639779713787,100.666436495679,122.610821645472,299.327556001221
"Fxa6Ag02836","FaNIP6","NIP","GFF3",FALSE,10.2605825217793,8.15242801916406,8.68641127426138,0.713270951190871,0.544149965540693,0.466142374657526,1.26914836421013,1.7136860142876,1.56169476445329,0.846780614433448,0.672558293800167,1.31425056720012,1.28322312141919,0.379831160709963,2.18942179782209
"Fxa6Ag03173","FaTIP2","TIP","GFF3",FALSE,16.3526294921633,11.5285212804946,13.0187097597506,0.653117555353378,1.18105911600617,0.650408319960488,80.7024505700084,124.06849171444,191.178651694802,13.5043214566957,7.39006058686708,10.1889036463707,61.6773534419336,53.1435748557624,79.0118333667933
"Fxa6Ag04017","FaNIP5","NIP","EXONERATE",FALSE,0,0,0,0,0,0,0.0974282304231511,0,0,0,0,0,0.622160222929879,0,0
"Fxa6Ag04289","FaSIP1","SIP","GFF3",FALSE,60.1456217900024,49.3037945671746,51.9944467835448,10.2745567056587,12.76145762467,15.0247905427787,6.15810831633272,6.75599860499564,8.63408052148661,1.05927764362366,1.12177967943184,1.55438188639998,14.2551818351305,15.8958817573703,9.2564361286224
"Fxa6Ag04290","FaSIP1","SIP","GFF3",FALSE,19.7876859792387,18.2488070800581,17.7674943935384,3.35275008289915,3.08035184043758,2.54452097901897,1.34708619419778,1.03938440076856,1.63938237749746,3.17783293087098,2.95741915486577,2.75006026055381,10.3227178806118,9.39930399566241,5.62416372371994
"Fxa6Ag04860","FaNIP2","NIP","GFF3",FALSE,0,0,0,0,0,0,0.234941842645962,0.253786908618153,0,0,0,0,7.20143483150943,17.6627451205749,0
"Fxa6Ag04861","FaNIP2","NIP","GFF3",FALSE,0.24251907659071,0.0771687165963177,0.0788209183493562,0,0,0,0,0,0,0.417802735931244,0.294969955547815,0.172920816660494,0.533173959968992,0.899564276828834,1.1014454105343
